datetime,Global_active_power,Global_intensity,Global_reactive_power,Voltage
2010-01-31,1.3006398798532472,5.430332126941695,0.12518236206514594,242.33852180121656
2010-02-28,1.1575390570745063,4.836623884358729,0.10946721880706752,242.00210087707939
2010-03-31,1.1700151555630678,4.920399290797102,0.1363679110096403,241.4752835596153
2010-04-30,1.0363338601531997,4.363496168581802,0.12955660919540074,241.44252658045974
2010-05-31,1.075956943447751,4.551503507025723,0.12722109308085808,241.29615106831224
2010-06-30,0.9753061615460527,4.170281855408683,0.14552479704973695,240.88898465001512
2010-07-31,0.7789473367439128,3.3372022500528393,0.13809259473598867,240.96516701775835
2010-08-31,0.9294523822760875,3.9544226385724186,0.13081547784511177,241.42294351476048
2010-09-30,0.9975411658407187,4.22383703419767,0.1277002984420777,241.26751718095352
2010-10-31,1.1277493865457178,4.732904301124741,0.1345468771702385,242.5154514097879
2010-11-30,1.1064497236335744,4.679593545865522,0.11538987214560834,241.02473926637245
2010-12-31,1.1075588543029127,4.673267067747693,0.12949882291394188,241.42047868166455
